FeatureCode,DateCode,Measurement,Units,Value,Type Of Tenure,Household Type,Age,Gender,Limiting Long-term Physical or Mental Health Condition
S12000019,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.44,All,All,35-64 years,All,All
S13002785,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.91,All,All,All,All,All
S12000040,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.13,Owned Mortgage/Loan,All,All,All,All
S12000042,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.91,Rented,All,All,All,All
S12000020,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.05,All,All,16-34 years,All,All
S12000021,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.03,All,All,16-34 years,All,All
S13002768,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.91,All,All,All,All,All
S08000032,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.64,Rented,All,All,All,All
S12000026,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.36,All,All,35-64 years,All,All
S08000032,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.12,All,Adults,All,All,All
S12000042,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.6,All,Adults,All,All,All
S08000024,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.58,All,All,All,Female,All
S13002765,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.12,All,All,All,All,All
S12000042,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,25.2,Owned Mortgage/Loan,All,All,All,All
S12000034,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.82,Owned Outright,All,All,All,All
S08000022,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.54,All,All,All,Male,All
S12000020,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.27,All,All,35-64 years,All,All
S12000040,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.95,Rented,All,All,All,All
S08000028,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.22,All,All,All,Female,All
S12000035,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.94,All,Adults,All,All,All
S12000013,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.51,All,All,16-34 years,All,All
S14000027,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.14,All,All,All,All,All
S92000003,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.2,All,With Children,All,All,All
S12000030,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.51,All,All,16-34 years,All,All
S13002782,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.75,All,All,All,All,All
S13002776,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.11,All,All,All,All,All
S13002771,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.01,All,All,All,All,All
S12000029,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.15,All,With Children,All,All,All
S12000017,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.89,All,All,16-34 years,All,All
S14000026,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.8,All,All,All,All,All
S92000003,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.62,Owned Mortgage/Loan,All,All,All,All
S08000019,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.8,All,All,All,Female,All
S92000003,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.75,Owned Outright,All,All,All,All
S12000038,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.81,All,With Children,All,All,All
S08000032,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.96,All,All,All,Male,All
S13002770,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.47,All,All,All,All,All
S12000014,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.53,All,All,35-64 years,All,All
S12000029,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.03,All,Pensioners,All,All,All
S12000005,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.39,All,All,16-34 years,All,All
S12000045,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.63,All,With Children,All,All,All
S13002788,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.05,All,All,All,All,All
S08000031,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.18,Owned Outright,All,All,All,All
S12000036,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.71,All,Adults,All,All,All
S12000021,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.75,All,All,35-64 years,All,All
S13002767,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.84,All,All,All,All,All
S08000026,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.29,All,All,All,Female,All
S13002773,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.3,All,All,All,All,All
S12000041,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.74,All,With Children,All,All,All
S12000023,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.44,All,All,35-64 years,All,All
S12000033,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.76,Rented,All,All,All,All
S12000041,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.16,All,Adults,All,All,All
S12000010,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.68,All,All,35-64 years,All,All
S14000028,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.84,All,All,All,All,All
S13002763,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.77,All,All,All,All,All
S12000036,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.81,Rented,All,All,All,All
S08000032,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.59,All,With Children,All,All,All
S12000029,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.76,All,All,35-64 years,All,All
S08000032,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.35,Owned Outright,All,All,All,All
S12000023,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.63,All,All,16-34 years,All,All
S13002772,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.95,All,All,All,All,All
S12000034,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.62,All,Pensioners,All,All,All
S12000048,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.05,All,All,All,Female,All
S13002745,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.82,All,All,All,All,All
S12000018,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.47,Rented,All,All,All,All
S12000048,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.7,All,All,All,Male,All
S12000019,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,25.97,Owned Mortgage/Loan,All,All,All,All
S13002744,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.98,All,All,All,All,All
S08000024,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.5,All,All,16-64 years,All,All
S12000027,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.99,All,All,All,Male,All
S12000027,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.24,All,All,All,Female,All
S12000026,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.4,All,All,All,Female,All
S12000030,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.33,All,All,All,Female,All
S12000017,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.34,Rented,All,All,All,All
S12000018,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.35,Owned Outright,All,All,All,All
S12000018,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.5,Owned Mortgage/Loan,All,All,All,All
S13002742,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.75,All,All,All,All,All
S12000019,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,25.42,Owned Outright,All,All,All,All
S12000029,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.57,All,All,All,Female,All
S12000026,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.43,All,All,All,Male,All
S08000032,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.05,All,All,65 years and over,All,All
S12000030,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.5,All,All,All,Male,All
S13002738,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.75,All,All,All,All,All
S12000014,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.73,Owned Outright,All,All,All,All
S13002741,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.73,All,All,All,All,All
S12000039,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.01,All,All,All,Male,All
S12000038,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.62,All,All,All,Female,All
S14000033,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.85,All,All,All,All,All
S12000033,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.86,All,All,All,Male,All
S12000033,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.27,All,All,All,Female,All
S12000034,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.05,All,All,All,Male,All
S12000017,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.06,Owned Mortgage/Loan,All,All,All,All
S12000036,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.71,All,All,All,Male,All
S12000038,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.58,All,All,All,Male,All
S12000014,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.07,Rented,All,All,All,All
S13002739,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.66,All,All,All,All,All
S12000014,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.64,Owned Mortgage/Loan,All,All,All,All
S08000032,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.86,All,All,65 years and over,All,All
S12000039,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.16,All,All,All,Female,All
S08000017,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.27,All,All,16-64 years,All,All
S12000036,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.74,All,All,All,Female,All
S08000019,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.07,All,All,16-64 years,All,All
S08000032,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.39,All,All,All,All,All
S12000042,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23,All,All,All,Female,All
S12000041,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.76,All,All,All,Female,All
S12000040,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.82,All,All,All,Female,All
S13002736,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.69,All,All,All,All,All
S13002731,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.44,All,All,All,All,All
S08000016,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.87,All,All,16-64 years,All,All
S08000026,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.57,All,All,16-64 years,All,All
S12000013,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.23,Owned Mortgage/Loan,All,All,All,All
S12000042,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.76,All,All,All,Male,All
S92000003,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.17,All,All,All,Female,All
S12000011,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.56,Owned Mortgage/Loan,All,All,All,All
S13002734,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,25.08,All,All,All,All,All
S12000011,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.83,Owned Outright,All,All,All,All
S08000032,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.54,Owned Outright,All,All,All,All
S12000040,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.44,All,All,All,Male,All
S12000013,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.27,Rented,All,All,All,All
S13002737,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.68,All,All,All,All,All
S14000034,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.44,All,All,All,All,All
S12000041,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.33,All,All,All,Male,All
S13002732,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.52,All,All,All,All,All
S08000031,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.83,All,All,All,All,All
S13002743,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.59,All,All,All,All,All
S12000010,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,25.2,Owned Mortgage/Loan,All,All,All,All
S14000035,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.54,All,All,All,All,All
S08000031,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.25,Owned Outright,All,All,All,All
S12000028,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.81,All,All,All,Male,All
S12000028,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.53,All,All,All,Female,All
S12000029,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.05,All,All,All,Male,All
S08000022,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.22,All,All,16-64 years,All,All
S12000008,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.71,Owned Mortgage/Loan,All,All,All,All
S08000025,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.86,All,All,16-64 years,All,All
S12000008,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.99,Rented,All,All,All,All
S08000032,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.73,Owned Mortgage/Loan,All,All,All,All
S12000010,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.2,Owned Outright,All,All,All,All
S12000010,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.94,Rented,All,All,All,All
S13002733,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.35,All,All,All,All,All
S13002730,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.5,All,All,All,All,All
S08000028,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.56,All,All,16-64 years,All,All
S08000031,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.18,All,All,16-34 years,All,All
S12000047,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.38,All,Adults,All,All,All
S16000091,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.08,All,All,All,All,All
S16000093,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.39,All,All,All,All,All
S12000047,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.14,All,All,All,All,All
S12000030,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.71,All,All,16-34 years,All,All
S12000047,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.85,Rented,All,All,All,All
S12000019,2014-2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,25.05,All,All,All,All,All
S92000003,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.3,All,All,All,Male,All
S12000047,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.5,Owned Mortgage/Loan,All,All,All,All
S12000047,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.22,All,All,35-64 years,All,All
S14000006,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.53,All,All,All,All,All
S12000028,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.95,All,All,35-64 years,All,All
S16000089,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.8,All,All,All,All,All
S12000047,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.02,All,All,All,Female,All
S16000092,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.83,All,All,All,All,All
S12000030,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.54,All,All,35-64 years,All,All
S12000033,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.08,All,All,16-34 years,All,All
S12000047,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.01,All,All,All,Male,All
S12000047,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.38,Owned Outright,All,All,All,All
S16000077,2014-2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.49,All,All,All,All,All
S16000103,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.14,All,All,All,All,All
S12000040,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.13,All,All,35-64 years,All,All
S12000026,2014-2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.23,All,All,All,All,All
S12000021,2014-2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.84,All,All,All,All,All
S16000106,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.76,All,All,All,All,All
S12000010,2014-2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.52,All,All,All,All,All
S12000006,2014-2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.92,All,All,All,All,All
S16000079,2014-2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.03,All,All,All,All,All
S12000011,2014-2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.19,All,All,All,All,All
S16000104,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.99,All,All,All,All,All
S16000078,2014-2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.21,All,All,All,All,All
S12000041,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.31,All,All,16-34 years,All,All
S12000020,2014-2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.27,All,All,All,All,All
S12000042,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.76,All,All,All,Female,All
S12000023,2014-2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,25.46,All,All,All,All,All
S16000102,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.83,All,All,All,All,All
S12000018,2014-2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.74,All,All,All,All,All
S08000031,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.6,All,All,35-64 years,All,All
S16000095,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.04,All,All,All,All,All
S12000047,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.12,All,All,All,Male,All
S12000047,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.3,All,Pensioners,All,All,All
S12000047,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.27,Rented,All,All,All,All
S12000034,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.52,All,All,35-64 years,All,All
S12000047,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.17,All,With Children,All,All,All
S12000047,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.66,All,Adults,All,All,All
S12000047,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.22,All,All,All,All,All
S12000033,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.09,All,All,35-64 years,All,All
S16000094,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.98,All,All,All,All,All
S13002740,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.52,All,All,All,All,All
S12000035,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.09,All,All,All,Female,All
S08000020,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.34,All,All,16-64 years,All,All
S08000032,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.81,All,All,65 years and over,All,All
S12000035,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.68,All,All,All,Male,All
S14000005,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,25,All,All,All,All,All
S12000034,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.04,All,All,16-34 years,All,All
S12000047,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.04,All,All,All,Female,All
S12000017,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.52,Owned Outright,All,All,All,All
S12000034,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.32,All,All,All,Female,All
S16000096,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,25.2,All,All,All,All,All
S12000035,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.43,All,All,16-34 years,All,All
S12000047,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.43,All,All,16-34 years,All,All
S12000047,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.93,All,All,35-64 years,All,All
S12000045,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.93,All,All,All,Female,All
S12000047,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.68,All,With Children,All,All,All
S12000029,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.71,All,All,35-64 years,All,All
S12000047,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.11,All,Pensioners,All,All,All
S12000029,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.73,All,All,16-34 years,All,All
S16000090,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.05,All,All,All,All,All
S12000045,2014-2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.25,All,All,All,All,All
S16000074,2014-2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.21,All,All,All,All,All
S16000097,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24,All,All,All,All,All
S12000047,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.94,All,All,16-34 years,All,All
S12000035,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.64,All,All,35-64 years,All,All
S12000047,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.45,Owned Mortgage/Loan,All,All,All,All
